"","x"
"`P02790_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0328997895462767
"`P01591_hexnac(4)hex(5)neuac(1)fuc(1)`",0.0328532441547761
"`P05090_hexnac(4)hex(5)neuac(1)`",0.0326084185705367
"`P01871_hexnac(4)hex(5)neuac(2)`",0.0325768602289433
"`P27918_hexnac(4)hex(5)neuac(1)fuc(1)`",0.0317075150237235
"`P49238_hexnac(4)hex(5)neuac(1)`",0.0312686155472333
"`O75882_hexnac(4)hex(5)neuac(2)`",0.0308440801364272
"`P0DOX6_hexnac(2)hex(5)`",0.030713302680098
"`P07358_hexnac(4)hex(5)neuac(2)`",0.0303390814466735
"`P02763_hexnac(6)hex(7)neuac(2)fuc(1)`",0.0292388343343365
"`P01871_hexnac(5)hex(5)fuc(1)`",0.0283543218183512
"`P04217_hexnac(4)hex(5)neuac(1)`",0.0279200821149658
"`P0DOX2_hexnac(5)hex(5)neuac(2)fuc(1)`",0.0278533183824949
"`P01591_hexnac(4)hex(5)neuac(1)`",0.0276377416811797
"`P05155_hexnac(3)hex(4)neuac(1)`",0.0274642775282368
"`P00738_hexnac(4)hex(5)`",0.0270964676879147
"`Q03591_hexnac(4)hex(5)neuac(1)`",0.0269988862668337
"`P02765_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0264948806083825
"`P01024_hexnac(3)hex(5)`",0.0257325141252802
"`P25311_hexnac(4)hex(5)neuac(2)`",0.0252830978618026
"`P02790_hexnac(5)hex(6)neuac(2)`",0.0246083911769507
"`P49238_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0244446139266209
"`O75882_hexnac(4)hex(5)neuac(1)`",0.024413977371062
"`P01019_hexnac(4)hex(5)neuac(1)`",0.0243180055854397
"`P10643_hexnac(4)hex(5)neuac(2)fuc(1)`",0.024183704603948
"`P01591_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0240408154255092
"`P0DOX6_hexnac(2)hex(8)`",0.0228649404065051
"`P05090_hexnac(4)hex(5)neuac(1)fuc(1)`",0.0225905697841449
"`P02675_hexnac(4)hex(5)neuac(1)`",0.0223785883900924
"`P01023_hexnac(3)hex(6)`",0.0222639231648594
"`P49908_hexnac(4)hex(5)neuac(2)`",0.0220347337184342
"`P01871_hexnac(5)hex(4)neuac(1)fuc(1)`",0.0218682009819053
"`P55058_hexnac(4)hex(5)neuac(1)fuc(1)`",0.0217996374959516
"`P00738_hexnac(4)hex(5)neuac(1)`",0.0214522064289059
"`P0DOX5_hexnac(4)hex(3)fuc(1)`",0.020959469256424
"`P01042_hexnac(4)hex(5)neuac(2)`",0.0204384984366207
"`P02787_hexnac(3)hex(4)neuac(1)`",0.0202412481309321
"`P00738_hexnac(5)hex(6)neuac(1)`",0.0199612685956791
"`P80108_hexnac(4)hex(5)neuac(2)`",0.0199439338012018
"`P01024_hexnac(2)hex(7)`",0.0196678821224996
"`P0DOX5_hexnac(4)hex(5)fuc(1)`",0.0196307382392257
"`P02751_hexnac(4)hex(4)neuac(1)`",0.0195637901380772
"`P00450_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0195618646742638
"`P02749_hexnac(5)hex(6)neuac(2)`",0.0187448001373023
"`P00738_hexnac(4)hex(5)neuac(2)`",0.0184181065610457
"`O95445_hexnac(4)hex(5)neuac(1)`",0.0183206307780245
"`P01023_hexnac(2)hex(5)`",0.0180600547134278
"`P01861_hexnac(4)hex(4)fuc(1)`",0.0179807264811145
"`P01871_hexnac(3)hex(5)neuac(1)`",0.0178549831987829
"`P0DOX2_hexnac(5)hex(4)neuac(1)fuc(1)`",0.017829170604722
"`P00738_hexnac(5)hex(6)neuac(3)`",0.0177855629663393
"`P01859_hexnac(5)hex(5)fuc(1)`",0.017639951933633
"`P04004_hexnac(4)hex(5)neuac(2)`",0.0175139099873556
"`P02765_hexnac(4)hex(5)neuac(1)`",0.0172858895429304
"`P0DOX6_hexnac(2)hex(6)`",0.0171484027733774
"`P02760_hexnac(4)hex(5)neuac(2)`",0.0170592153150265
"`P04196_hexnac(4)hex(5)neuac(2)`",0.0170579162600965
"`P00738_hexnac(5)hex(6)neuac(2)`",0.0169573487856821
"`P04003_hexnac(4)hex(5)neuac(2)`",0.0168910805667321
"`P10721_hexnac(5)hex(6)neuac(1)`",0.0159255817533172
"`P01861_hexnac(5)hex(3)fuc(1)`",0.0157694208702318
"`P04196_hexnac(4)hex(5)neuac(1)`",0.0153872841010422
"`P02675_hexnac(3)hex(4)neuac(1)`",0.0153826232452641
"`P01859_hexnac(4)hex(5)`",0.0153110310682337
"`P01871_hexnac(5)hex(5)`",0.0152690793175798
"`P0C0L4; P0C0L5_hexnac(2)hex(10)`",0.0150456205387615
"`P01871_hexnac(4)hex(5)fuc(1)`",0.014816281580375
"`P02787_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0147889686104949
"`P01871_hexnac(5)hex(5)neuac(1)`",0.0145410756542755
"`P02790_hexnac(4)hex(5)neuac(1)`",0.0143113916009122
"`P05546_hexnac(4)hex(5)neuac(2)`",0.0142511490672172
"`P55058_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0139701414609873
"`P0DOX6_hexnac(3)hex(5)`",0.0139544280425201
"`P05156_hexnac(4)hex(5)neuac(1)`",0.0138187925566071
"`P05090_hexnac(5)hex(6)neuac(3)`",0.0134988790316678
"`P01859_hexnac(4)hex(3)fuc(1)`",0.0134555271018418
"`P08603_hexnac(3)hex(4)neuac(1)`",0.0131437194775907
"`P03952_hexnac(4)hex(5)neuac(1)`",0.012758458075234
"`P02790_hexnac(5)hex(6)neuac(3)`",0.0127287297380736
"`P01871_hexnac(4)hex(5)neuac(2)fuc(1)`",0.0125063153283425
"`P49238_hexnac(4)hex(5)neuac(1)fuc(1)`",0.0121655326433009
"`P02787_hexnac(5)hex(6)neuac(2)fuc(1)`",0.0120471049467359
"`P10909_hexnac(4)hex(5)neuac(1)`",0.0120312015539958
"`P05090_hexnac(5)hex(6)neuac(1)`",0.0119623478184734
"`P00450_hexnac(5)hex(6)neuac(3)`",0.0117956782620399
"`P05090_hexnac(4)hex(5)neuac(2)`",0.0116913847170862
"`P01859_hexnac(5)hex(4)fuc(1)`",0.0116497568232766
"`P05160_hexnac(4)hex(5)neuac(2)`",0.0115721086469579
"`P00450_hexnac(4)hex(5)neuac(1)`",0.0113663692845173
"`P02790_hexnac(4)hex(5)neuac(1)fuc(1)`",0.0113330612035588
"`P10909_hexnac(6)hex(7)neuac(1)`",0.0112680994845385
"`P0DOX5_hexnac(4)hex(5)`",0.0111286770514122
"`P98161_hexnac(5)hex(6)neuac(1)`",0.0111087326751779
"`P02675_hexnac(4)hex(5)neuac(1)fuc(1)`",0.010789499411186
"`P02750_hexnac(4)hex(5)neuac(2)`",0.0107714500716471
"`P02765_hexnac(5)hex(6)neuac(3)`",0.0107262135098834
"`P0DOX6_hexnac(2)hex(7)`",0.0104886573837705
"`P0C0L4; P0C0L5_hexnac(4)hex(5)neuac(1)`",0.0104771779837452
"`P0C0L4; P0C0L5_hexnac(4)hex(5)neuac(2)`",0.0102950477660933
"`P0DOX2_hexnac(5)hex(5)neuac(1)fuc(1)`",0.0102241386922545
"`P01024_hexnac(3)hex(6)`",0.010203281519868
"`P98161_hexnac(5)hex(6)neuac(2)`",0.0098631095091329
"`P10909_hexnac(5)hex(6)neuac(3)`",0.00975489404198386
"`P02749_hexnac(5)hex(6)neuac(3)`",0.00963176997137451
"`P08603_hexnac(4)hex(5)neuac(2)`",0.00898578454149587
"`P08603_hexnac(4)hex(5)neuac(1)`",0.00881558937887202
"`P10909_hexnac(4)hex(5)neuac(2)fuc(1)`",0.00847770325600615
"`P0DOX2_hexnac(5)hex(5)fuc(1)`",0.00846753607942845
"`P04114_hexnac(4)hex(5)neuac(2)`",0.00844122911567144
"`P01023_hexnac(3)hex(5)neuac(1)`",0.0084225168415322
"`P0DOX2_hexnac(4)hex(5)neuac(2)fuc(1)`",0.00834484679654941
"`P43251_hexnac(4)hex(5)neuac(2)`",0.0083447882884467
"`P0DOX5_hexnac(4)hex(4)`",0.00825786002897645
"`P43652_hexnac(4)hex(5)neuac(2)fuc(1)`",0.00814589780655351
"`P98161_hexnac(5)hex(5)neuac(1)fuc(1)`",0.00795781748952159
"`P00738_hexnac(4)hex(5)neuac(2)fuc(1)`",0.00786571586451024
"`P0C0L4; P0C0L5_hexnac(2)hex(8)`",0.00769876052250934
"`P01024_hexnac(2)hex(5)`",0.00758725814148345
"`P23142_hexnac(4)hex(5)neuac(2)fuc(1)`",0.00730981416480515
"`P02679_hexnac(4)hex(5)neuac(2)`",0.00729824455540897
"`P23142_hexnac(4)hex(5)neuac(1)fuc(1)`",0.00716230355146109
"`P02787_hexnac(5)hex(5)neuac(1)fuc(1)`",0.00703790156627454
"`P0DOX5_hexnac(4)hex(3)`",0.00684057776894665
"`P0DOX2_hexnac(4)hex(5)neuac(1)`",0.00672291792929767
"`P08603_hexnac(5)hex(5)neuac(1)fuc(1)`",0.00620108393562111
"`P02749_hexnac(4)hex(5)neuac(1)`",0.00601692421499169
"`P02787_hexnac(5)hex(6)neuac(1)`",0.00600202724464078
"`P01023_hexnac(4)hex(5)neuac(1)`",0.00580282810654292
"`P10643_hexnac(4)hex(5)neuac(1)fuc(1)`",0.00516890376749085
"`P01871_hexnac(4)hex(5)neuac(1)`",0.00505128294460013
"`P08603_hexnac(5)hex(6)neuac(3)`",0.00495233513007532
"`P0DOX5_hexnac(4)hex(5)neuac(1)fuc(1)`",0.00464414442579128
"`P49238_hexnac(5)hex(5)fuc(1)`",0.00452419288645824
"`P01861_hexnac(3)hex(5)`",0.00421815759567582
"`P00748_hexnac(4)hex(5)neuac(1)`",0.00365430058774401
"`P01591_hexnac(5)hex(5)neuac(1)fuc(1)`",0.00338264891374826
"`P43652_hexnac(5)hex(6)neuac(3)`",0.00304284015477338
"`P01861_hexnac(5)hex(4)fuc(1)`",0.00299273322735266
"`P98161_hexnac(4)hex(5)neuac(1)`",0.00281151877067455
"`P01871_hexnac(2)hex(6)`",0.00279071646100751
"`O75882_hexnac(2)hex(5)`",0.00278797562689015
"`P08603_hexnac(5)hex(6)neuac(2)`",0.00271785298932704
"`P01042_hexnac(5)hex(6)neuac(3)`",0.00271738615975266
"`P98161_hexnac(4)hex(5)`",0.00270237677763544
"`P0DOX2_hexnac(4)hex(5)neuac(1)fuc(1)`",0.00255054568402547
"`P0C0L4; P0C0L5_hexnac(2)hex(9)`",0.00219984226036172
"`P05155_hexnac(4)hex(5)neuac(2)`",0.0021597105973138
"`P04217_hexnac(4)hex(5)neuac(2)`",0.00181856463063627
"`P10909_hexnac(3)hex(4)neuac(1)`",0.00167911865507952
"`P01024_hexnac(3)hex(6)neuac(1)`",0.00160324788785097
"`P00736_hexnac(4)hex(5)neuac(1)`",0.00155121869134236
"`P00450_hexnac(4)hex(5)neuac(2)`",0.00125403068236379
"`P05543_hexnac(4)hex(5)neuac(2)`",0.00121074294007187
"`P0DOX5_hexnac(5)hex(4)fuc(1)`",0.0011854933408942
"`P02763_hexnac(5)hex(6)neuac(2)`",0.000926316957372704
"`P01023_hexnac(3)hex(6)neuac(1)`",0.000766315002952217
"`P0DOX5_hexnac(5)hex(3)fuc(1)`",0.000731168017701039
"`P02749_hexnac(4)hex(5)neuac(2)fuc(1)`",0.000116644473997195
"`P0DOX5_hexnac(5)hex(5)fuc(1)`",9.53414636648206e-05
"`P10909_hexnac(5)hex(6)neuac(1)`",2.66560996072494e-06
"`P02763_hexnac(4)hex(5)neuac(2)`",1.43872945081516e-06
