"","Feature","P_Value","FDR","Fold_Change","Log2_FC","Mean_Group1","Mean_Group2","SD_Group1","SD_Group2","N_Group1","N_Group2","Significant"
"52","Q9Y561_75_hexnac(3)hex(5)",NA,NA,NA,NA,NA,100,NA,NA,0,1,NA
"53","P05156_70_hexnac(4)hex(5)neuac(1)",0.446958676429814,0.749053275913997,1.3069713741331,0.38622754293252,54.7509218,71.5578875,35.1544845846059,27.4266930859232,5,4,FALSE
"54","P05156_70_hexnac(4)hex(5)neuac(2)",0.225043901353882,0.684629904076212,0.577047028892209,-0.793239192680904,54.908055,31.68453,27.0242096502149,17.1731960603581,4,3,FALSE
"55","P05156_70_hexnac(5)hex(6)neuac(2)",NA,NA,3.25638160781317,1.70326977559921,4.633511,15.08848,NA,NA,1,1,NA
"56","P05156_70_hexnac(4)hex(5)neuac(1)fuc(1)",NA,NA,NA,NA,1.979659,NA,NA,NA,1,0,NA
"57","P05156_70_hexnac(3)hex(4)neuac(1)",NA,NA,NA,NA,NA,3.626386,NA,NA,0,1,NA
"58","P01008_224_hexnac(4)hex(5)neuac(1)",0.219339843552233,0.684629904076212,2.02279725455788,1.01635172548093,8.3720432,16.934946,8.07294687038975,10.1043734360931,5,4,FALSE
"59","P01008_224_hexnac(4)hex(5)neuac(2)",0.373966798519192,0.711070652497243,0.865908123828514,-0.207714137289548,90.99552,78.79376,8.07393113559002,26.6082286748921,5,5,FALSE
"60","P01008_224_hexnac(4)hex(5)neuac(2)fuc(1)",NA,NA,13.0313006976345,3.70390918618969,1.426965,18.59521,NA,NA,1,1,NA
"61","P01008_224_hexnac(5)hex(6)neuac(2)",NA,NA,19.9208313426742,4.31620595057281,0.460484,9.1732241,NA,12.4436169106384,1,2,NA
"62","P00734_121_hexnac(4)hex(5)neuac(1)",0.0357788268274724,0.580248741547228,0.422052528204583,-1.24450552850424,13.7398414,5.7989348,5.80003220277739,1.33011292314138,5,5,FALSE
"63","P00734_121_hexnac(4)hex(5)neuac(2)",0.0394626134467519,0.580248741547228,1.13247801069707,0.179483037762653,81.719962,92.54606,8.17755241972621,2.07552160563315,5,5,FALSE
"64","P00734_121_hexnac(3)hex(4)neuac(1)",0.50057961084139,0.774619543783758,0.626778994732584,-0.67397126335849,2.49821566,1.5658291,2.48196335113517,1.37805460995202,5,4,FALSE
"65","P00734_121_hexnac(4)hex(5)neuac(2)fuc(1)",NA,NA,0.369631558506361,-1.43584015805503,2.332772,0.86226615,1.43891019963837,0.281400002508964,4,2,NA
"66","P10909_86_hexnac(4)hex(5)neuac(2)",0.1212567919533,0.680811542439293,1.81779127976345,0.862186557652514,33.92752,61.67315,19.6573770997379,24.8929623237934,5,4,FALSE
"67","P10909_86_hexnac(5)hex(6)neuac(3)",0.679660449923189,0.873397438898302,0.862397860714415,-0.213574495577709,38.401605,33.117462,14.38260371327,22.1881216926832,4,5,FALSE
"68","P10909_86_hexnac(5)hex(6)neuac(2)",NA,NA,NA,NA,20.46121,NA,NA,NA,1,0,NA
"69","P10909_86_hexnac(4)hex(5)neuac(1)",NA,NA,0.151651702664044,-2.7211663990276,25.79158975,3.9113385,12.4210256274845,0.58273023390974,4,2,NA
"70","P10909_86_hexnac(3)hex(4)neuac(1)",NA,NA,0.451545187390501,-1.1470577254268,13.51616,6.103157,4.11360784168836,NA,2,1,NA
"71","P10909_86_hexnac(5)hex(6)neuac(2)fuc(1)",NA,NA,1.35188597363511,0.434973470992395,26.09607,35.278911,NA,47.5288031372077,1,2,FALSE
"72","P10909_86_hexnac(4)hex(5)neuac(2)fuc(1)",NA,NA,NA,NA,NA,3.236443,NA,NA,0,1,NA
"73","P10721_352_hexnac(4)hex(5)neuac(1)fuc(1)",0.856016739201149,0.969642454853928,1.03331972807262,0.0472867195802468,87.9725066666667,90.9037266666667,20.8322295410293,15.7552075728672,3,3,FALSE
"74","P10721_352_hexnac(4)hex(5)neuac(1)",NA,NA,0.401062943591269,-1.31809942109798,68.04124,27.28882,45.1965118286268,NA,2,1,NA
"75","P10721_352_hexnac(3)hex(5)neuac(1)",NA,NA,NA,NA,NA,100,NA,NA,0,1,NA
"76","O75882_1082_hexnac(4)hex(5)neuac(1)",0.479750132380971,0.767838617392932,0.764382665996607,-0.387633032380839,49.352846,37.72446,17.190111544271,30.0773854998452,5,5,FALSE
"77","O75882_1082_hexnac(4)hex(5)neuac(2)",0.418392409084997,0.725373162775323,1.29112029583285,0.368623425212307,48.233724,62.27554,20.7754344861793,30.0773854998452,5,5,FALSE
"78","O75882_1082_hexnac(4)hex(5)neuac(1)fuc(1)",NA,NA,NA,NA,12.06714,NA,NA,NA,1,0,NA
"79","P12259_382_hexnac(4)hex(5)neuac(2)",NA,NA,NA,NA,8.476487,NA,NA,NA,1,0,NA
"80","P12259_382_hexnac(5)hex(6)neuac(3)",NA,NA,NA,NA,91.52351,NA,NA,NA,1,0,NA
"81","P12259_382_hexnac(3)hex(6)",NA,NA,1.25682308304735,0.329781582794497,79.5656933333333,100,35.3932573641101,0,3,2,FALSE
"82","P12259_382_hexnac(3)hex(4)neuac(1)fuc(1)",NA,NA,1.63124366669646,0.705972300429899,61.30292,100,NA,0,1,3,NA
"83","P08571_151_hexnac(5)hex(6)neuac(1)",NA,NA,1.47624213412058,0.561929372512892,67.739565,100,39.5586201350464,NA,4,1,FALSE
"84","P08571_151_hexnac(4)hex(5)neuac(1)",0.382092506312922,0.72003210078524,0.664521472325494,-0.589612277602597,42.03038,27.93009,19.3627926844735,18.4701632413126,3,4,FALSE
"85","P08571_151_hexnac(4)hex(5)neuac(2)",0.517839276338742,0.786207405337852,1.23575880082292,0.305397181095018,34.3168666666667,42.40737,10.2674020338269,19.8678885701576,3,4,FALSE
"86","P08571_151_hexnac(5)hex(4)neuac(1)fuc(1)",NA,NA,NA,NA,NA,23.85121,NA,7.43365802712232,0,2,NA
"87","P08571_151_hexnac(2)hex(9)",NA,NA,NA,NA,NA,47.89706,NA,NA,0,1,NA
"88","P08571_151_hexnac(4)hex(5)neuac(2)fuc(1)",NA,NA,NA,NA,NA,6.172554,NA,NA,0,1,NA
"89","P08571_151_hexnac(6)hex(7)neuac(2)fuc(1)",NA,NA,NA,NA,NA,16.8781,NA,NA,0,1,NA
"90","Q16610_354_hexnac(4)hex(5)neuac(1)fuc(1)",NA,NA,2.83021827342644,1.50091332155417,16.22323,45.915282,NA,31.3908186119719,1,5,NA
"91","Q16610_354_hexnac(4)hex(5)neuac(2)fuc(1)",0.0163864223198965,0.531665139725745,0.71470858062131,-0.484572985856382,94.5922566666667,67.6058975,9.36648620762521,9.74830021242122,3,4,FALSE
"92","P43652_109_hexnac(4)hex(5)neuac(2)",0.204440931285231,0.684629904076212,0.958240166115973,-0.0615408073596299,91.361714,87.546464,5.14096324009227,3.23118313908853,5,5,FALSE
"93","P43652_109_hexnac(4)hex(5)neuac(1)",0.200930275853982,0.684629904076212,1.39623913761074,0.481546056947753,5.9128566,8.2557618,3.30536336009391,1.43311476129869,5,5,FALSE
"94","P43652_109_hexnac(4)hex(5)neuac(2)fuc(1)",0.223705849436653,0.684629904076212,1.90820540881265,0.932216478641594,1.948154,3.717478,1.42722072327811,2.55943782943511,5,5,FALSE
"95","P43652_109_hexnac(5)hex(6)neuac(2)",NA,NA,NA,NA,1.480249,NA,NA,NA,1,0,NA
"96","P43652_109_hexnac(5)hex(4)",NA,NA,NA,NA,2.406122,NA,NA,NA,1,0,NA
"97","Q06033_580_hexnac(4)hex(5)neuac(2)",0.671988950245051,0.87132512203028,1.12942058704451,0.175582834073355,69.7760833333333,78.806545,26.3014683192295,25.832575029143,3,4,FALSE
"98","Q06033_580_hexnac(5)hex(6)neuac(3)",NA,NA,1.09777875969818,0.134587330802816,28.35713,31.129855,20.3637277750858,30.2487199516153,2,2,FALSE
"99","Q06033_580_hexnac(2)hex(10)",NA,NA,0.663008661712041,-0.592900376695232,33.95749,22.51411,NA,NA,1,1,NA
"100","P0DOX5_299_hexnac(4)hex(5)fuc(1)",0.0143402079682447,0.531665139725745,0.645961427670998,-0.630480075121712,18.010424,11.6340392,3.41008524769983,3.02834932248522,5,5,FALSE
"101","P0DOX5_299_hexnac(4)hex(5)neuac(1)fuc(1)",0.331068910565356,0.711070652497243,0.762971616141505,-0.390298707570117,7.6303368,5.8217304,3.49495572659686,1.44921766161757,5,5,FALSE
"102","P0DOX5_299_hexnac(4)hex(5)",0.300658661326097,0.700715655852658,1.47864516174764,0.564275882858506,0.91135366,1.34756868,0.172241909591113,0.813048965675184,5,5,FALSE
"103","P0DOX5_299_hexnac(4)hex(4)fuc(1)",0.188418781518529,0.684629904076212,0.866556107303454,-0.206634931644007,38.770122,33.596486,4.12581327027412,6.72800185669787,5,5,FALSE
"104","P0DOX5_299_hexnac(4)hex(3)fuc(1)",0.158942382619094,0.681156646116855,1.21515311504589,0.281138111690887,19.402796,23.577368,4.89055685304138,3.35271306406767,5,5,FALSE
"105","P0DOX5_299_hexnac(5)hex(5)fuc(1)",0.968379421048184,0.994577568453583,1.01219113654229,0.0174817462618181,1.33352292,1.34978008,0.3495616548714,0.80340372562535,5,5,FALSE
"106","P0DOX5_299_hexnac(5)hex(4)fuc(1)",0.373982913931333,0.711070652497243,0.864251321213917,-0.210477190895136,8.058309,6.9644042,2.19941405340695,1.31781357214752,5,5,FALSE
"107","P0DOX5_299_hexnac(4)hex(4)",0.0287419585621319,0.573876589725628,6.05841559689803,2.59894054792831,1.00205156,6.0708448,0.354730527515448,3.40667510638081,5,5,FALSE
"108","P0DOX5_299_hexnac(5)hex(3)fuc(1)",0.135418074238428,0.680811542439293,1.49185108706646,0.577103536482838,3.3655532,5.0209042,1.61521170982714,1.53558740105577,5,5,FALSE
"109","P0DOX5_299_hexnac(4)hex(3)",0.0726435747176504,0.641684910005912,7.84114124843094,2.97106364842555,0.329650784,2.58483836,0.286113170501325,2.0882711651757,5,5,FALSE
"110","P01861_177_hexnac(3)hex(5)",0.0650094368881218,0.625245554824193,3.06232070477486,1.61462537851378,7.2662978,22.2517342,8.05551682501587,12.8945417401772,5,5,FALSE
"111","P01861_177_hexnac(4)hex(4)fuc(1)",0.0161253466197291,0.531665139725745,0.564298447465309,-0.825469714536325,38.544968,21.7508656,7.31276978602294,9.6773253480472,5,5,FALSE
"112","P01861_177_hexnac(4)hex(3)fuc(1)",0.165925542589488,0.681156646116855,1.56078931022968,0.642275802145021,13.9385296,21.755108,8.88099437393048,7.17194535380534,5,5,FALSE
"113","P01861_177_hexnac(4)hex(5)fuc(1)",0.105224637100854,0.680811542439293,0.638222238548513,-0.647869215375928,15.2882244,9.7572848,5.83860821911154,2.59342824445939,5,5,FALSE
"114","P01861_177_hexnac(5)hex(4)fuc(1)",0.361854688144023,0.711070652497243,0.791162287941458,-0.337954435595848,7.4358476,5.8829622,1.93078172991623,2.98437252732424,5,5,FALSE
"115","P01861_177_hexnac(4)hex(4)",0.309443524937849,0.700715655852658,10.5485191207116,3.39896857181372,0.265311125,2.798639475,0.131023453302004,4.15069537531831,4,4,FALSE
"116","P01861_177_hexnac(5)hex(3)fuc(1)",0.864126146006895,0.969642454853928,1.10012538207599,0.137667958105288,4.57303004,5.03090642,4.79147561987209,3.20945890699368,5,5,FALSE
"117","P01861_177_hexnac(4)hex(5)neuac(1)fuc(1)",0.196808367182146,0.684629904076212,0.606252750888183,-0.722008706417783,9.7477608,5.9096068,5.34147450362924,2.38869899782009,5,5,FALSE
"118","P01861_177_hexnac(4)hex(5)",0.560397706343609,0.819637650328909,1.74784085630782,0.805573831138445,1.844688675,3.22422223333333,3.29314155199152,2.5579557617598,4,3,FALSE
"119","P01861_177_hexnac(4)hex(5)neuac(1)",NA,NA,4.12536104863564,2.04452038851769,0.4886807,2.015984325,NA,1.6693471589098,1,4,NA
"120","P0DP01_92_hexnac(4)hex(5)",NA,NA,NA,NA,100,NA,NA,NA,1,0,NA
"121","P0DP01_92_hexnac(4)hex(4)fuc(1)",NA,NA,NA,NA,NA,100,NA,NA,0,1,NA
"122","P0DP01_92_hexnac(4)hex(3)fuc(1)",NA,NA,NA,NA,NA,100,NA,NA,0,1,NA
"123","P02763_103_hexnac(5)hex(6)neuac(3)",NA,NA,1.27831046217538,0.354238264959077,78.2282575,100,43.543485,0,4,2,FALSE
"124","P02763_103_hexnac(4)hex(5)neuac(2)",NA,NA,NA,NA,93.543485,NA,9.13089107866533,NA,2,0,NA
"125","P13473_49_hexnac(5)hex(5)",NA,NA,NA,NA,21.51493,NA,20.839285369705,NA,2,0,NA
"126","P13473_49_hexnac(4)hex(5)",NA,NA,0.913243691173824,-0.130928212622189,17.8191825,16.273256,15.6301110299835,14.1683827020296,2,4,FALSE
"127","P13473_49_hexnac(4)hex(4)",NA,NA,0.658556865649067,-0.602620073922989,22.406119,14.7557035,17.6380871062664,15.6146805458045,2,2,NA
"128","P13473_49_hexnac(4)hex(5)neuac(1)fuc(1)",0.25826333419713,0.684629904076212,0.432403950497355,-1.20954839110965,77.24732,33.4020463333333,19.1156594027811,49.1720474219542,4,3,FALSE
"129","P13473_49_hexnac(4)hex(4)neuac(1)",NA,NA,NA,NA,3.840783,NA,NA,NA,1,0,NA
"130","P13473_49_hexnac(5)hex(4)neuac(1)fuc(1)",NA,NA,0.382374793706905,-1.3869406714448,27.954765,10.6891975,24.9529002824612,13.2264641618995,2,2,NA
"131","P13473_49_hexnac(4)hex(3)",NA,NA,1.925990974484,0.945600942486835,7.779943,14.9841,NA,21.0609800226651,1,3,NA
"132","P13473_49_hexnac(4)hex(4)fuc(1)",NA,NA,NA,NA,NA,5.830485,NA,NA,0,1,NA
"133","P13473_49_hexnac(5)hex(4)",NA,NA,NA,NA,NA,75.2321433333333,NA,16.4813243929071,0,3,NA
"134","P13473_49_hexnac(4)hex(5)neuac(1)",NA,NA,NA,NA,NA,1.953589,NA,NA,0,1,NA
"135","P13473_49_hexnac(4)hex(5)fuc(1)",NA,NA,NA,NA,NA,5.378225,NA,NA,0,1,NA
"136","P08185_176_hexnac(4)hex(5)neuac(2)",NA,NA,1.07685761602546,0.106827506861092,69.28975,74.615195,19.793206012564,30.0267591330009,4,2,FALSE
"137","P08185_176_hexnac(4)hex(5)neuac(2)fuc(1)",NA,NA,0.573297482269604,-0.802644151670011,44.2785932,25.384806,35.6096993972436,30.0267577187873,5,2,NA
"138","P08185_176_hexnac(4)hex(5)neuac(1)",NA,NA,NA,NA,1.448028,NA,NA,NA,1,0,NA
"139","P20851_64_hexnac(4)hex(5)neuac(1)",0.0340246280785444,0.580248741547228,1.14377708110325,0.193805902356969,41.003684,46.899074,4.29818049648104,1.68854600734774,5,5,FALSE
"140","P20851_64_hexnac(4)hex(5)neuac(2)",0.10356120900629,0.680811542439293,0.908336966013248,-0.138700501100784,56.702858,51.505302,5.52924715687588,1.60429047618254,5,5,FALSE
"141","P20851_64_hexnac(5)hex(6)neuac(1)",NA,NA,1.04359228459585,0.0615581832882674,3.822431,3.9890595,0.966271734231629,1.39774999518673,3,2,FALSE
"142","P01860_227_hexnac(3)hex(5)",0.116143478617128,0.680811542439293,0.207682679482924,-2.26754719293714,51.07055,10.6064686666667,37.2943598931322,7.69220890256481,4,3,FALSE
"143","P01860_227_hexnac(4)hex(4)fuc(1)",0.75125602704662,0.915504256599443,1.51898234095866,0.603105097779791,23.1388514,35.1475066666667,30.2398284846336,52.0924969431653,3,3,FALSE
"144","P01860_227_hexnac(4)hex(3)fuc(1)",NA,NA,0.371912447604749,-1.42696506030902,14.33336,5.330755,NA,NA,1,1,NA
"145","P01860_227_hexnac(5)hex(5)neuac(1)fuc(1)",NA,NA,NA,NA,6.23745535,NA,7.64954430351163,NA,2,0,NA
"146","P01860_227_hexnac(4)hex(4)",NA,NA,0.941038111397011,-0.0876749425923552,40.6418715,38.24555,52.0639307661902,7.04998188765049,2,2,FALSE
"147","P01860_227_hexnac(4)hex(5)neuac(1)fuc(1)",NA,NA,6.42997350910962,2.68481279379663,7.965883,51.2204166666667,NA,33.1624525510257,1,3,NA
"148","P01860_227_hexnac(4)hex(5)fuc(1)",NA,NA,8.75028954912233,3.12933075685027,3.345719,29.27601,NA,NA,1,1,NA
"149","P01860_227_hexnac(4)hex(5)",NA,NA,2.91955826607471,1.5457501035052,8.233765,24.0389566666667,NA,9.5292528689102,1,3,NA
"150","P01860_227_hexnac(4)hex(5)neuac(1)",NA,NA,NA,NA,2.039583,NA,NA,NA,1,0,NA
"151","P01860_227_hexnac(4)hex(3)",NA,NA,0.414239213987923,-1.27146396202415,48.312133,20.01278,57.7634921439459,NA,2,1,NA
"152","P01860_227_hexnac(5)hex(4)neuac(1)fuc(1)",NA,NA,NA,NA,NA,5.849316,NA,NA,0,1,NA
"153","P55058_143_hexnac(4)hex(5)neuac(1)fuc(1)",0.509944703288034,0.780565177596124,1.15847467024005,0.212226500380061,49.259014,57.06532,22.5441782193492,10.3848860092035,5,5,FALSE
"154","P55058_143_hexnac(4)hex(5)neuac(2)fuc(1)",0.509944703288034,0.780565177596124,0.846153837057877,-0.241008115012452,50.740986,42.93468,22.5441782193492,10.3848860092035,5,5,FALSE
"155","O75882_300_hexnac(4)hex(5)neuac(2)",0.863361514273389,0.969642454853928,1.02467441368613,0.0351655718003564,87.736796,89.90165,14.997895317418,22.580597060585,5,5,FALSE
"156","O75882_300_hexnac(5)hex(6)neuac(3)",NA,NA,NA,NA,18.5226476666667,NA,11.0503177953472,NA,3,0,NA
"157","O75882_300_hexnac(4)hex(5)neuac(2)fuc(1)",NA,NA,8.78410398459869,3.13489513280132,5.748082,50.49175,NA,NA,1,1,NA
"158","P02790_246_hexnac(4)hex(5)neuac(2)",0.413253626196121,0.725373162775323,0.950363338822253,-0.0734489110208583,91.781274,87.225558,6.9202477739659,9.48839601886536,5,5,FALSE
"159","P02790_246_hexnac(5)hex(6)neuac(3)",0.259965600368562,0.684629904076212,2.12796886685777,1.08947704371576,4.51013475,9.59742633333333,2.80964460305562,5.72337618944626,4,3,FALSE
"160","P02790_246_hexnac(5)hex(6)neuac(2)",NA,NA,1.71212643467768,0.775789243764334,1.0516735,1.800598,0.131902991855757,0.706466546077968,2,4,NA
"161","P02790_246_hexnac(4)hex(5)neuac(2)fuc(1)",0.351952878421584,0.711070652497243,0.867190379660118,-0.205579342916087,6.983246,6.05580375,1.17589785512646,1.15618036110645,3,4,FALSE
"162","P02790_246_hexnac(2)hex(9)",NA,NA,NA,NA,NA,1.93292,NA,NA,0,1,NA
"163","P01859_176_hexnac(4)hex(5)fuc(1)",0.0077342040544875,0.531665139725745,0.512960385691864,-0.963080679528033,30.143856,15.462604,7.43913467948591,4.23272089749962,5,5,FALSE
