"Result Statistics ID"	"Name"	"Arithmetic Mean"	"Median"	"SD"	"IQR"	"CV"	"Sum"	"Minimum"	"Maximum"	"Count"
"43"	"Proteins - Abundances (by Bio. Rep.) Count: Healthy,3"	"0.838150289017341"	"1"	"0.369382011344825"	"0"	"0.440710951466585"	"145"	"0"	"1"	"173"
"44"	"Proteins - Abundances (by Bio. Rep.) Count: Healthy,4"	"0.947976878612717"	"1"	"0.222718300376863"	"0"	"0.234940646129252"	"164"	"0"	"1"	"173"
"45"	"Proteins - Abundances (by Bio. Rep.) Count: Healthy,5"	"0.895953757225434"	"1"	"0.306206796953196"	"0"	"0.341766295954213"	"155"	"0"	"1"	"173"
"46"	"Proteins - Abundances (by Bio. Rep.) Count: MECFS,1"	"0.942196531791908"	"1"	"0.234048858419426"	"0"	"0.248407684089329"	"163"	"0"	"1"	"173"
"47"	"Proteins - Abundances (by Bio. Rep.) Count: MECFS,2"	"0.953757225433526"	"1"	"0.210620039841784"	"0"	"0.220831920561385"	"165"	"0"	"1"	"173"
"48"	"Proteins - Abundances (by Bio. Rep.) Count: MECFS,3"	"0.959537572254335"	"1"	"0.197613126355577"	"0"	"0.205946209997077"	"166"	"0"	"1"	"173"
"49"	"Proteins - Abundances (by Bio. Rep.) Count: MECFS,4"	"0.890173410404624"	"1"	"0.313581104802064"	"0"	"0.352269682667253"	"154"	"0"	"1"	"173"
"50"	"Proteins - Abundances (by Bio. Rep.) Count: MECFS,5"	"0.942196531791908"	"1"	"0.234048858419426"	"0"	"0.248407684089329"	"163"	"0"	"1"	"173"
"51"	"Proteins - Abundances (by Bio. Rep.) CV [%]: Healthy,1"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"52"	"Proteins - Abundances (by Bio. Rep.) CV [%]: Healthy,2"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"53"	"Proteins - Abundances (by Bio. Rep.) CV [%]: Healthy,3"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"54"	"Proteins - Abundances (by Bio. Rep.) CV [%]: Healthy,4"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"55"	"Proteins - Abundances (by Bio. Rep.) CV [%]: Healthy,5"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"56"	"Proteins - Abundances (by Bio. Rep.) CV [%]: MECFS,1"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"57"	"Proteins - Abundances (by Bio. Rep.) CV [%]: MECFS,2"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"58"	"Proteins - Abundances (by Bio. Rep.) CV [%]: MECFS,3"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"59"	"Proteins - Abundances (by Bio. Rep.) CV [%]: MECFS,4"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"60"	"Proteins - Abundances (by Bio. Rep.) CV [%]: MECFS,5"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"173"
"61"	"Proteins - Abundances (by Bio. Rep.): Healthy,1"	"92.7491348107946"	"98.5899493352224"	"47.5304374361003"	"58.4633083118381"	"0.512462326824514"	"16045.6003222675"	"0"	"263.256134260988"	"173"
"62"	"Proteins - Abundances (by Bio. Rep.): Healthy,2"	"97.3076308615232"	"88.2679080673076"	"88.8687725442775"	"76.9662481976884"	"0.913276500079887"	"16834.2201390435"	"0"	"579.441366178231"	"173"
"63"	"Proteins - Abundances (by Bio. Rep.): Healthy,3"	"86.9383648797936"	"87.0964970125544"	"74.7885025011911"	"70.355487772417"	"0.860247401760987"	"15040.3371242043"	"0"	"550.044369000164"	"173"
"64"	"Proteins - Abundances (by Bio. Rep.): Healthy,4"	"97.1890198895475"	"98.2004735259753"	"47.9837741165029"	"53.7190044068387"	"0.493715999719259"	"16813.7004408917"	"0"	"294.834844520888"	"173"
"65"	"Proteins - Abundances (by Bio. Rep.): Healthy,5"	"98.7096229949064"	"98.8842126916136"	"65.0387325662817"	"73.9994209313178"	"0.658889484054031"	"17076.7647781188"	"0"	"308.130108502198"	"173"
"66"	"Proteins - Abundances (by Bio. Rep.): MECFS,1"	"99.617998128617"	"85.9985170847036"	"69.7584819215924"	"63.2931888883573"	"0.7002598248514"	"17233.9136762507"	"0"	"669.868838623121"	"173"
"67"	"Proteins - Abundances (by Bio. Rep.): MECFS,2"	"118.968121605414"	"108.202887950174"	"77.118287607043"	"69.3168019820096"	"0.648226487620136"	"20581.4850377367"	"0"	"741.430331448599"	"173"
"68"	"Proteins - Abundances (by Bio. Rep.): MECFS,3"	"113.177957917231"	"90.5287257985413"	"89.2833436412098"	"61.5167326253424"	"0.788875725311324"	"19579.7867196809"	"0"	"569.384894380982"	"173"
"69"	"Proteins - Abundances (by Bio. Rep.): MECFS,4"	"100.671529552767"	"83.1172468023867"	"86.7125685985351"	"88.7151867144042"	"0.86134152310743"	"17416.1746126287"	"0"	"544.783918001269"	"173"
"70"	"Proteins - Abundances (by Bio. Rep.): MECFS,5"	"94.6706193594056"	"91.1550161076616"	"52.0218925265029"	"61.5929614561831"	"0.5495040898487"	"16378.0171491772"	"0"	"290.906322959839"	"173"
"71"	"Proteins - Abundances (Grouped) Count: Healthy"	"4.5028901734104"	"5"	"1.07630006545166"	"0"	"0.239024276409675"	"779"	"0"	"5"	"173"
"72"	"Proteins - Abundances (Grouped) Count: MECFS"	"4.6878612716763"	"5"	"0.818196075431714"	"0"	"0.174535044450908"	"811"	"1"	"5"	"173"
"73"	"Proteins - Abundances (Grouped) CV [%]: Healthy"	"41.3425433813558"	"36.747561236776"	"26.7190879525204"	"34.7264463604504"	"0.646285539475782"	"7152.26000497455"	"0"	"157.283149434223"	"173"
"74"	"Proteins - Abundances (Grouped) CV [%]: MECFS"	"45.7084177593"	"40.1578718081456"	"29.0374218217215"	"28.7278757957518"	"0.635275147230696"	"7907.55627235891"	"0"	"199.277071100055"	"173"
"75"	"Proteins - Abundances (Grouped): Healthy"	"98.1864371699204"	"99.4612691033772"	"28.1032907092003"	"38.1889676080383"	"0.286223754718435"	"16986.2536303962"	"0"	"178.847145246116"	"173"
"76"	"Proteins - Abundances (Grouped): MECFS"	"101.81356283008"	"100.538730896623"	"28.1032907092005"	"38.1889676080382"	"0.276026984303684"	"17613.7463696038"	"21.1528547538836"	"200"	"173"
"77"	"Proteins - Abundances (Normalized): F1: Sample, Healthy, HC13, 1"	"762716705.659714"	"54502395.943793"	"2420526342.42372"	"401268969.039775"	"3.1735588383764"	"131949990079.13"	"0"	"24221028888.4829"	"173"
"78"	"Proteins - Abundances (Normalized): F10: Sample, MECFS, M15, 5"	"761586122.913601"	"47552073.608456"	"2834326787.8101"	"359364394.024884"	"3.72161033734019"	"131754399264.053"	"0"	"30961301367.8615"	"173"
"79"	"Proteins - Abundances (Normalized): F2: Sample, Healthy, HC14, 2"	"762392964.905918"	"46802553.2310556"	"2675335091.24913"	"286342318.980075"	"3.50912877531507"	"131893982928.724"	"0"	"26502498519.0457"	"173"
"80"	"Proteins - Abundances (Normalized): F3: Sample, Healthy, HC20, 3"	"761903590.293248"	"45923399.4901787"	"2478108187.13229"	"309018368.185497"	"3.25252199714467"	"131809321120.732"	"0"	"22029813839.4754"	"173"
"81"	"Proteins - Abundances (Normalized): F4: Sample, Healthy, HC22, 4"	"761525824.87502"	"51073677.5259612"	"2562649222.20934"	"371881426.89012"	"3.36515077821545"	"131743967703.378"	"0"	"25218281116.298"	"173"
"82"	"Proteins - Abundances (Normalized): F5: Sample, Healthy, HC25, 5"	"762595844.674695"	"42490072.8880637"	"2534452537.39056"	"416156809.895035"	"3.32345442882881"	"131929081128.722"	"0"	"22310456572.0727"	"173"
"83"	"Proteins - Abundances (Normalized): F6: Sample, MECFS, M1, 1"	"761149909.912881"	"44279675.6609912"	"2501315187.3815"	"324757318.600971"	"3.28623199557074"	"131678934414.928"	"0"	"23065308174.1494"	"173"
"84"	"Proteins - Abundances (Normalized): F7: Sample, MECFS, M10, 2"	"762694161.97432"	"64329399.7076233"	"2937799573.37951"	"329315758.964815"	"3.85187106424768"	"131946090021.557"	"0"	"34650957758.7927"	"173"
"85"	"Proteins - Abundances (Normalized): F8: Sample, MECFS, M11, 3"	"762006570.440066"	"50678103"	"3499556817.18662"	"345257558.0625"	"4.59255464840099"	"131827136686.131"	"0"	"42716506772.5193"	"173"
"86"	"Proteins - Abundances (Normalized): F9: Sample, MECFS, M12, 4"	"761834767.427013"	"50504802.5414683"	"2675966031.75915"	"293241039.984291"	"3.51252810474487"	"131797414764.873"	"0"	"28507465772.285"	"173"
"87"	"Proteins - Abundances (Scaled): F1: Sample, Healthy, HC13, 1"	"92.7491348107946"	"98.5899493352224"	"47.5304374361003"	"58.4633083118381"	"0.512462326824514"	"16045.6003222675"	"0"	"263.256134260988"	"173"
"88"	"Proteins - Abundances (Scaled): F10: Sample, MECFS, M15, 5"	"94.6706193594056"	"91.1550161076616"	"52.0218925265029"	"61.5929614561832"	"0.549504089848699"	"16378.0171491772"	"0"	"290.906322959839"	"173"
"89"	"Proteins - Abundances (Scaled): F2: Sample, Healthy, HC14, 2"	"97.3076308615232"	"88.2679080673076"	"88.8687725442774"	"76.9662481976883"	"0.913276500079887"	"16834.2201390435"	"0"	"579.441366178231"	"173"
"90"	"Proteins - Abundances (Scaled): F3: Sample, Healthy, HC20, 3"	"86.9383648797936"	"87.0964970125544"	"74.7885025011911"	"70.355487772417"	"0.860247401760987"	"15040.3371242043"	"0"	"550.044369000164"	"173"
"91"	"Proteins - Abundances (Scaled): F4: Sample, Healthy, HC22, 4"	"97.1890198895475"	"98.2004735259753"	"47.9837741165029"	"53.7190044068387"	"0.493715999719259"	"16813.7004408917"	"0"	"294.834844520888"	"173"
"92"	"Proteins - Abundances (Scaled): F5: Sample, Healthy, HC25, 5"	"98.7096229949064"	"98.8842126916136"	"65.0387325662817"	"73.9994209313178"	"0.65888948405403"	"17076.7647781188"	"0"	"308.130108502198"	"173"
"93"	"Proteins - Abundances (Scaled): F6: Sample, MECFS, M1, 1"	"99.617998128617"	"85.9985170847036"	"69.7584819215924"	"63.2931888883573"	"0.7002598248514"	"17233.9136762507"	"0"	"669.868838623121"	"173"
"94"	"Proteins - Abundances (Scaled): F7: Sample, MECFS, M10, 2"	"118.968121605414"	"108.202887950174"	"77.118287607043"	"69.3168019820097"	"0.648226487620136"	"20581.4850377367"	"0"	"741.430331448599"	"173"
"95"	"Proteins - Abundances (Scaled): F8: Sample, MECFS, M11, 3"	"113.177957917231"	"90.5287257985413"	"89.2833436412098"	"61.5167326253424"	"0.788875725311324"	"19579.7867196809"	"0"	"569.384894380982"	"173"
"96"	"Proteins - Abundances (Scaled): F9: Sample, MECFS, M12, 4"	"100.671529552767"	"83.1172468023867"	"86.7125685985352"	"88.7151867144041"	"0.861341523107431"	"17416.1746126287"	"0"	"544.783918001269"	"173"
"97"	"Proteins - Abundances Count: F1: Sample, Healthy, HC13, 1"	"11.9479768786127"	"5"	"17.6909074977087"	"13"	"1.48066134354311"	"2067"	"0"	"101"	"173"
"98"	"Proteins - Abundances Count: F10: Sample, MECFS, M15, 5"	"12.3410404624277"	"5"	"17.8013715523187"	"13"	"1.44245305786939"	"2135"	"0"	"101"	"173"
"99"	"Proteins - Abundances Count: F2: Sample, Healthy, HC14, 2"	"11.4682080924855"	"4"	"18.0527449347011"	"12"	"1.57415568231013"	"1984"	"0"	"108"	"173"
"100"	"Proteins - Abundances Count: F3: Sample, Healthy, HC20, 3"	"9.60115606936416"	"4"	"14.4337862219947"	"11"	"1.50333836026796"	"1661"	"0"	"78"	"173"
"101"	"Proteins - Abundances Count: F4: Sample, Healthy, HC22, 4"	"11.878612716763"	"5"	"17.6520719626871"	"14"	"1.48603817496101"	"2055"	"0"	"103"	"173"
"102"	"Proteins - Abundances Count: F5: Sample, Healthy, HC25, 5"	"10.8323699421965"	"4"	"15.6007861177011"	"11"	"1.4402006394676"	"1874"	"0"	"84"	"173"
"103"	"Proteins - Abundances Count: F6: Sample, MECFS, M1, 1"	"11.9479768786127"	"5"	"17.762734015922"	"12"	"1.48667294859918"	"2067"	"0"	"95"	"173"
"104"	"Proteins - Abundances Count: F7: Sample, MECFS, M10, 2"	"12.4508670520231"	"5"	"17.7460824975906"	"14"	"1.42528889140352"	"2154"	"0"	"96"	"173"
"105"	"Proteins - Abundances Count: F8: Sample, MECFS, M11, 3"	"12.3179190751445"	"5"	"17.8083326542281"	"12"	"1.44572573870552"	"2131"	"0"	"95"	"173"
"106"	"Proteins - Abundances Count: F9: Sample, MECFS, M12, 4"	"11.4682080924855"	"4"	"17.9344859341964"	"12"	"1.5638437835766"	"1984"	"0"	"105"	"173"
"107"	"Proteins - calc. pI"	"6.66252808988764"	"6.545"	"1.10843138097275"	"1.5375"	"0.16636798614855"	"1185.93"	"4.5"	"9.17"	"178"
"108"	"Proteins - Coverage [%]"	"25.1172322975718"	"16.7237442922374"	"22.0513769010538"	"28.2992190201381"	"0.877938167701129"	"4470.86734896778"	"0.804289544235925"	"99.0654205607477"	"178"
"109"	"Proteins - Coverage [%] (by Search Engine): A2 PMI-Byonic"	"25.1172322975718"	"16.7237442922374"	"22.0513769010538"	"28.2992190201381"	"0.877938167701129"	"4470.86734896778"	"0.804289544235925"	"99.0654205607477"	"178"
"110"	"Proteins - MW [kDa]"	"65.6147752808989"	"51.561"	"67.5342597600584"	"48.18425"	"1.02925384520395"	"11679.43"	"9.326"	"515.223"	"178"
"111"	"Protein Groups - # Peptides"	"10.8809523809524"	"5.5"	"16.3848950169442"	"11"	"1.50583280243251"	"1828"	"1"	"121"	"168"
"112"	"Protein Groups - # Proteins"	"1.05952380952381"	"1"	"0.303717110584911"	"0"	"0.286654351563287"	"178"	"1"	"4"	"168"
"113"	"Protein Groups - # PSMs"	"357.369047619048"	"63.5"	"898.798256619405"	"250.25"	"2.51504225843732"	"60038"	"1"	"8693"	"168"
"114"	"Protein Groups - # Unique Peptides"	"10.8809523809524"	"5.5"	"16.3848950169442"	"11"	"1.50583280243251"	"1828"	"1"	"121"	"168"
"115"	"Peptide Groups - # Missed Cleavages"	"0.548307692307692"	"0"	"0.683741560449488"	"1"	"1.24700340710485"	"1782"	"0"	"2"	"3250"
"116"	"Peptide Groups - # Protein Groups"	"1"	"1"	"0"	"0"	"0"	"3250"	"1"	"1"	"3250"
"117"	"Peptide Groups - # Proteins"	"1.01753846153846"	"1"	"0.138140831797695"	"0"	"0.135759813529637"	"3307"	"1"	"4"	"3250"
"118"	"Peptide Groups - # PSMs"	"18.4732307692308"	"5"	"43.3060080443977"	"16"	"2.34425740604771"	"60038"	"1"	"642"	"3250"
"119"	"Peptide Groups - |Log Prob| (by Search Engine): A2 PMI-Byonic"	"9.26982289530386"	"8.826879708653"	"6.22245524668365"	"11.061990145112"	"0.671259345185114"	"30126.9244097375"	"0.643581399442276"	"31.8196070100721"	"3250"
"120"	"Peptide Groups - Abundance Ratio (log2): (MECFS) / (Healthy)"	"0.727129169079214"	"0.312047796299961"	"3.24494662327919"	"2.1936537698666"	"4.46268250713744"	"1950.88756063953"	"-6.64385618977472"	"6.64385618977473"	"2683"
"121"	"Peptide Groups - Abundance Ratio Adj. P-Value: (MECFS) / (Healthy)"	"0.535053709058241"	"0.676048652108876"	"0.404060830222749"	"0.918609831307948"	"0.755178075363583"	"1435.54910140326"	"4.79964221824687E-17"	"1"	"2683"
"122"	"Peptide Groups - Abundance Ratio P-Value: (MECFS) / (Healthy)"	"0.380026446684163"	"0.338427395175227"	"0.345477558300545"	"0.697811140025297"	"0.90908819982118"	"1019.61095645361"	"1E-17"	"1"	"2683"
"123"	"Peptide Groups - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,1) / (Healthy,1)"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"2683"
"124"	"Peptide Groups - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,2) / (Healthy,2)"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"2683"
"125"	"Peptide Groups - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,3) / (Healthy,3)"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"2683"
"126"	"Peptide Groups - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,4) / (Healthy,4)"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"2683"
"127"	"Peptide Groups - Abundance Ratio Variabilities (by Bio. Rep.) [%]: (MECFS,5) / (Healthy,5)"	"0"	"0"	"0"	"0"	""	"0"	"0"	"0"	"2683"
"128"	"Peptide Groups - Abundance Ratio Variability [%]: (MECFS) / (Healthy)"	"404.793671702927"	"70.1363260050837"	"1431.22307737966"	"107.26331676057"	"3.53568540574916"	"1086061.42117895"	"0"	"7412.2587"	"2683"
"129"	"Peptide Groups - Abundance Ratio Weight: (MECFS) / (Healthy)"	"18.4597331308011"	"22.2200762293728"	"9.7430970726092"	"4.40796611267831"	"0.527802704598816"	"49527.4639899394"	"0"	"31.8744386680919"	"2683"
"130"	"Peptide Groups - Abundance Ratio: (MECFS) / (Healthy)"	"16.3082797303945"	"1.24146862053951"	"34.8509677702187"	"2.38886967058944"	"2.13701066859096"	"43755.1145166483"	"0.01"	"100"	"2683"
"131"	"Peptide Groups - Abundance Ratios (by Bio. Rep.): (MECFS,1) / (Healthy,1)"	"10.3025521826595"	"0.778868227581843"	"28.8604693198717"	"1.52090848552822"	"2.80129319494713"	"27641.7475060754"	"0"	"100"	"2683"
"132"	"Peptide Groups - Abundance Ratios (by Bio. Rep.): (MECFS,2) / (Healthy,2)"	"22.7183087712711"	"1.32849416965981"	"40.1631959953835"	"8.18806086896993"	"1.76787789970408"	"60953.2224333204"	"0"	"100"	"2683"
"133"	"Peptide Groups - Abundance Ratios (by Bio. Rep.): (MECFS,3) / (Healthy,3)"	"24.4754201030414"	"1.08665100660568"	"40.7770496462517"	"21.4959379319853"	"1.66604084729008"	"65667.5521364599"	"0"	"100"	"2683"
"134"	"Peptide Groups - Abundance Ratios (by Bio. Rep.): (MECFS,4) / (Healthy,4)"	"11.9184480148102"	"0.725952697686236"	"30.5267088887758"	"2.23318924118146"	"2.56129899218778"	"31977.1960237357"	"0"	"100"	"2683"
"135"	"Peptide Groups - Abundance Ratios (by Bio. Rep.): (MECFS,5) / (Healthy,5)"	"18.3823504644239"	"1.06364550548189"	"37.1593973668098"	"3.40800313356717"	"2.0214714891181"	"49319.8462960494"	"0"	"100"	"2683"
